area_frac,n_cc,reliable,isic_id,source_collection,label
0.08379448784722222,4,True,ISIC_2691267,70,0
0.1253594292534722,7,True,ISIC_7150493,70,0
0.1582912868923611,8,True,ISIC_1620808,70,0
0.12931993272569445,3,True,ISIC_7056760,70,0
0.15814208984375,6,True,ISIC_7435292,70,0
0.08579508463541667,5,True,ISIC_2329722,70,0
0.3546956380208333,9,True,ISIC_0610141,70,0
0.1155056423611111,11,True,ISIC_4848012,70,0
0.1404351128472222,4,True,ISIC_3969181,70,0
0.012295193142361112,40,True,ISIC_2891834,70,0
0.2840643988715278,20,True,ISIC_7069003,70,0
0.11962890625,13,True,ISIC_3700351,70,0
0.06272379557291667,5,True,ISIC_4718313,70,0
0.15477159288194445,4,True,ISIC_3039519,70,0
0.13718668619791666,7,True,ISIC_2041726,70,0
0.05474853515625,15,True,ISIC_5380914,70,0
0.2303466796875,3,True,ISIC_6427761,70,0
0.6513807508680556,6,False,ISIC_4265307,70,0
0.1492241753472222,6,True,ISIC_0413901,70,0
0.1374240451388889,6,True,ISIC_6155981,70,0
0.09388563368055555,5,True,ISIC_1655600,70,0
0.13527425130208334,5,True,ISIC_7936961,70,0
0.11724175347222222,5,True,ISIC_9110426,70,0
0.07569715711805555,12,True,ISIC_6773319,70,0
0.1341010199652778,20,True,ISIC_9483439,70,0
0.04926893446180555,4,True,ISIC_7235862,70,0
0.1624823676215278,6,True,ISIC_9905633,70,0
0.09760199652777778,6,True,ISIC_1307651,70,0
0.1323581271701389,4,True,ISIC_3362526,70,0
0.13557264539930555,8,True,ISIC_1382198,70,0
0.1503228081597222,8,True,ISIC_3756374,70,0
0.0821533203125,2,True,ISIC_4962984,70,0
0.004055447048611111,3,False,ISIC_5681315,70,0
0.011847601996527778,10,True,ISIC_6385074,70,0
0.1408352322048611,7,True,ISIC_0247964,70,0
0.08392333984375,4,True,ISIC_8302945,70,0
0.2103203667534722,14,True,ISIC_2426893,70,0
0.0907321506076389,14,True,ISIC_3432947,70,0
0.2281155056423611,15,True,ISIC_7148289,70,0
0.1585422092013889,5,True,ISIC_2784965,70,0
0.12439643012152778,8,True,ISIC_6108555,70,0
0.15587022569444445,9,True,ISIC_8653749,70,0
0.2991400824652778,8,True,ISIC_1313659,70,0
0.2694973415798611,5,True,ISIC_5290109,70,0
0.15008544921875,10,True,ISIC_7641395,70,0
0.2646009657118056,4,True,ISIC_1688271,70,0
0.07581922743055555,20,True,ISIC_0679553,70,0
0.1768731011284722,5,True,ISIC_0855990,70,0
0.11121961805555555,5,True,ISIC_8715507,70,0
0.15260145399305555,3,True,ISIC_2371033,70,0
0.405517578125,5,True,ISIC_8068693,70,1
0.3878377278645833,1,True,ISIC_7074321,70,1
0.14471435546875,13,True,ISIC_8789051,70,1
0.03510877821180555,14,True,ISIC_7520843,70,1
0.2294989691840278,7,True,ISIC_7371801,70,1
0.025377061631944444,2,True,ISIC_8011058,70,1
0.1728786892361111,7,True,ISIC_5191344,70,1
0.07562255859375,4,True,ISIC_3775417,70,1
0.6572808159722222,1,False,ISIC_5561003,70,1
0.04835340711805555,9,True,ISIC_9910791,70,1
0.10865614149305555,3,True,ISIC_4425322,70,1
0.11528862847222222,7,True,ISIC_4000481,70,1
0.2819892035590278,18,True,ISIC_7372719,70,1
0.23390706380208334,9,True,ISIC_6927840,70,1
0.05502658420138889,11,True,ISIC_1870415,70,1
0.2707926432291667,1,True,ISIC_0624498,70,1
0.1433444552951389,1,True,ISIC_6971606,70,1
0.1318020290798611,3,True,ISIC_2720971,70,1
0.0030992296006944445,4,False,ISIC_2342769,70,1
0.04892306857638889,20,True,ISIC_3025889,70,1
0.2577039930555556,2,True,ISIC_8621568,70,1
0.6794162326388888,1,False,ISIC_4230049,70,1
0.1642727322048611,14,True,ISIC_5673518,70,1
0.13348388671875,1,True,ISIC_7914631,70,1
0.2594740125868056,4,True,ISIC_7295035,70,1
0.09400770399305555,7,True,ISIC_5797062,70,1
0.24851481119791666,1,True,ISIC_2182856,70,1
0.3641560872395833,11,True,ISIC_2311665,70,1
0.3397420247395833,7,True,ISIC_0275828,70,1
0.04531521267361111,5,True,ISIC_9685931,70,1
0.1878323025173611,4,True,ISIC_7466678,70,1
0.22450086805555555,18,True,ISIC_0952472,70,1
0.056647406684027776,3,True,ISIC_1330008,70,1
0.2908528645833333,3,True,ISIC_6713432,70,1
0.3320448133680556,7,True,ISIC_8450656,70,1
0.15848795572916666,9,True,ISIC_9754098,70,1
0.009039984809027778,2,False,ISIC_8281208,70,1
0.0996365017361111,3,True,ISIC_6392461,70,1
0.12618001302083334,6,True,ISIC_0273046,70,1
0.041748046875,11,True,ISIC_9053910,70,1
0.1708645290798611,4,True,ISIC_6688417,70,1
0.2615559895833333,6,True,ISIC_7546219,70,1
0.18962266710069445,6,True,ISIC_4938994,70,1
0.243408203125,7,True,ISIC_5576354,70,1
0.0658230251736111,28,True,ISIC_3097354,70,1
0.0947265625,5,True,ISIC_2979268,70,1
0.16499159071180555,6,True,ISIC_6784593,70,1
0.3365749782986111,4,True,ISIC_1375476,70,1
0.047600640190972224,3,True,ISIC_4377208,70,1
0.05343288845486111,8,True,ISIC_1729223,70,1
0.28021240234375,25,True,ISIC_0062783,249,0
0.1418728298611111,1,True,ISIC_0057443,249,0
0.4676852756076389,1,True,ISIC_0064896,249,0
0.1456976996527778,5,True,ISIC_0064012,249,0
0.3474460177951389,2,True,ISIC_0056869,249,0
0.0795627170138889,6,True,ISIC_0063186,249,0
0.4863552517361111,2,True,ISIC_0070884,249,0
0.09901258680555555,5,True,ISIC_0063841,249,0
0.6822306315104166,1,False,ISIC_0064577,249,0
0.024997287326388888,5,True,ISIC_0067760,249,0
0.025343153211805556,5,True,ISIC_0059710,249,0
0.23906114366319445,2,True,ISIC_0056135,249,0
0.1834038628472222,6,True,ISIC_0064708,249,0
0.2773166232638889,1,True,ISIC_0053466,249,0
0.015774197048611112,4,True,ISIC_0061537,249,0
0.68548583984375,1,False,ISIC_0061635,249,0
0.2726304796006944,1,True,ISIC_0070202,249,0
0.5382147894965278,3,True,ISIC_0060584,249,0
0.10770670572916667,11,True,ISIC_0066235,249,0
0.6955295138888888,2,False,ISIC_0065575,249,0
0.1794704861111111,2,True,ISIC_0072949,249,0
0.3819444444444444,2,True,ISIC_0062044,249,0
0.24991861979166666,1,True,ISIC_0058141,249,0
0.2638685438368056,2,True,ISIC_0072960,249,0
0.06584337022569445,14,True,ISIC_0061924,249,0
0.048638237847222224,5,True,ISIC_0070208,249,0
0.6852077907986112,1,False,ISIC_0059603,249,0
0.04755995008680555,4,True,ISIC_0054812,249,0
0.029581705729166668,5,True,ISIC_0055283,249,0
0.3781602647569444,2,True,ISIC_0058233,249,0
0.5008612738715278,3,True,ISIC_0072170,249,0
0.1172756618923611,3,True,ISIC_0065383,249,0
0.3507147894965278,5,True,ISIC_0073006,249,0
0.6574978298611112,1,False,ISIC_0065762,249,0
0.11330159505208333,4,True,ISIC_0071356,249,0
0.028510199652777776,5,True,ISIC_0073031,249,0
0.2634006076388889,2,True,ISIC_0068344,249,0
0.1597357855902778,7,True,ISIC_0071171,249,0
0.3918796115451389,1,True,ISIC_0067408,249,0
0.10744222005208333,5,True,ISIC_0058846,249,0
0.2685072157118056,5,True,ISIC_0073150,249,0
0.011671278211805556,4,True,ISIC_0071919,249,0
0.04194471571180555,4,True,ISIC_0069019,249,0
0.0465087890625,4,True,ISIC_0073080,249,0
0.24424913194444445,3,True,ISIC_0060632,249,0
0.0944485134548611,5,True,ISIC_0066383,249,0
0.01971435546875,4,True,ISIC_0065274,249,0
0.2514580620659722,1,True,ISIC_0053998,249,0
0.0625881618923611,1,True,ISIC_0053647,249,0
0.008721245659722222,4,False,ISIC_0065503,249,0
0.019680447048611112,6,True,ISIC_0056571,249,1
0.2062649197048611,4,True,ISIC_0068909,249,1
0.24553087022569445,5,True,ISIC_0057242,249,1
0.2810533311631944,1,True,ISIC_0061185,249,1
0.3663330078125,15,True,ISIC_0068276,249,1
0.08953857421875,5,True,ISIC_0072111,249,1
0.025004069010416668,8,True,ISIC_0065648,249,1
0.3268025716145833,1,True,ISIC_0054244,249,1
0.5417412651909722,16,True,ISIC_0071589,249,1
0.4287380642361111,6,True,ISIC_0068347,249,1
0.6539442274305556,2,False,ISIC_0062206,249,1
0.14707438151041666,5,True,ISIC_0058651,249,1
0.5583089192708334,3,True,ISIC_0063354,249,1
0.07367621527777778,17,True,ISIC_0058398,249,1
0.2000732421875,14,True,ISIC_0054721,249,1
0.020792643229166668,4,True,ISIC_0054993,249,1
0.14691162109375,3,True,ISIC_0059581,249,1
0.3923407660590278,6,True,ISIC_0057542,249,1
0.6661241319444444,1,False,ISIC_0060266,249,1
0.6793280707465278,2,False,ISIC_0068524,249,1
0.6466335720486112,3,False,ISIC_0070152,249,1
0.1252780490451389,16,True,ISIC_0070237,249,1
0.10844590928819445,10,True,ISIC_0065923,249,1
0.495849609375,4,True,ISIC_0053939,249,1
0.3274264865451389,4,True,ISIC_0064625,249,1
0.5478176540798612,6,True,ISIC_0068731,249,1
0.1274685329861111,9,True,ISIC_0063660,249,1
0.024698893229166668,6,True,ISIC_0073246,249,1
0.17768690321180555,4,True,ISIC_0068231,249,1
0.2675442165798611,16,True,ISIC_0071147,249,1
0.04820421006944445,5,True,ISIC_0068963,249,1
0.3414713541666667,3,True,ISIC_0055465,249,1
0.2015448676215278,4,True,ISIC_0066940,249,1
0.6067437065972222,2,False,ISIC_0053719,249,1
0.027058919270833332,6,True,ISIC_0054353,249,1
0.04115125868055555,5,True,ISIC_0059160,249,1
0.5208740234375,7,True,ISIC_0071035,249,1
0.649169921875,1,False,ISIC_0067335,249,1
0.6389973958333334,2,False,ISIC_0059785,249,1
0.2271185980902778,5,True,ISIC_0062762,249,1
0.038994683159722224,14,True,ISIC_0072104,249,1
0.6947699652777778,1,False,ISIC_0061279,249,1
0.14143202039930555,1,True,ISIC_0054563,249,1
0.182373046875,2,True,ISIC_0059724,249,1
0.6926744249131944,3,False,ISIC_0054970,249,1
0.12101236979166667,4,True,ISIC_0056972,249,1
0.4827609592013889,6,True,ISIC_0072292,249,1
0.5772908528645834,2,True,ISIC_0063819,249,1
0.3252224392361111,6,True,ISIC_0072382,249,1
0.4376763237847222,1,True,ISIC_0066761,249,1
