isic_id,source_collection,label,vignette_present,vignette_score,ruler_present,ruler_score,hair_present,hair_score,color_cast_present,color_cast_home_score,color_cast_margin
ISIC_0028994,212,1,0,0.0,0,0.0,1,0.1756,1,0.4453,0.1443
ISIC_0031041,212,1,0,0.0432,0,0.0,1,0.0887,1,0.349,0.1493
ISIC_0035767,212,1,0,0.0,0,0.0,1,0.0506,0,0.1737,0.0325
ISIC_0035376,212,1,0,0.0,0,0.0,1,0.1292,1,0.3868,0.2145
ISIC_0028542,212,1,0,0.0517,0,0.0,1,0.0544,1,0.3463,0.1902
ISIC_0033366,212,1,0,0.3348,0,0.0,1,0.0889,1,0.3885,0.225
ISIC_0024595,212,1,0,0.0419,0,0.0,1,0.0563,1,0.3593,0.1209
ISIC_0032441,212,1,0,0.0646,0,0.0,1,0.0691,1,0.2551,0.1133
ISIC_0034605,212,1,0,0.0,0,0.0,1,0.0438,1,0.3235,0.121
ISIC_0034888,212,1,0,0.0947,0,0.0,1,0.0796,0,0.3089,0.0456
ISIC_0035663,212,1,0,0.0,0,0.0,1,0.1266,0,0.1935,-0.068
ISIC_0025301,212,1,0,0.0,0,0.0,1,0.0484,0,0.187,-0.0141
ISIC_0032313,212,1,0,0.0,0,0.0,1,0.0634,1,0.3586,0.1513
ISIC_0032841,212,1,0,0.0,0,0.0,0,0.0141,0,0.1762,-0.0697
ISIC_0034906,212,1,0,0.0,0,0.0,1,0.0431,1,0.2924,0.1271
ISIC_0035756,212,1,0,0.0,0,0.0,1,0.1282,0,0.1997,-0.1246
ISIC_0035708,212,1,0,0.2341,0,0.0,1,0.061,0,0.126,-0.0299
ISIC_0033619,212,1,0,0.0,0,0.0,1,0.0454,1,0.3103,0.1539
ISIC_0026522,212,1,0,0.1192,0,0.0,1,0.1798,1,0.3389,0.205
ISIC_0027359,212,1,0,0.0,0,0.0,0,0.0228,1,0.3721,0.0921
ISIC_0027229,212,1,0,0.0,0,0.0,1,0.0786,0,0.4801,0.0488
ISIC_0024799,212,1,0,0.0,0,0.0,0,0.0423,1,0.317,0.0871
ISIC_0028763,212,1,0,0.0,0,0.0,1,0.0246,1,0.4024,0.1811
ISIC_0031266,212,1,0,0.0,0,0.0,1,0.0835,1,0.3508,0.0775
ISIC_0029602,212,1,0,0.0,0,0.0,0,0.0203,0,0.2056,-0.0858
ISIC_0031489,212,1,0,0.0,0,0.0,1,0.0214,0,0.3032,0.0228
ISIC_0025069,212,1,0,0.0,0,0.0,1,0.0801,0,0.3601,-0.0667
ISIC_0029860,212,1,0,0.0,0,0.0,1,0.0679,1,0.3773,0.1158
ISIC_0028232,212,1,0,0.0,0,0.0,1,0.0318,0,0.3826,-0.026
ISIC_0029669,212,1,0,0.0,0,0.0,0,0.0037,0,0.2299,0.0465
ISIC_0030191,212,1,0,0.0,0,0.0,1,0.0272,1,0.4265,0.099
ISIC_0031063,212,1,0,0.0,0,0.0,1,0.1804,1,0.3795,0.0978
ISIC_0024967,212,1,0,0.0,0,0.0,1,0.1017,1,0.3648,0.125
ISIC_0028685,212,1,0,0.0,0,0.0,1,0.0478,0,0.3819,-0.0288
ISIC_0031087,212,1,0,0.0,1,0.1974,1,0.1411,0,0.3404,-0.0269
ISIC_0035853,212,1,0,0.0,0,0.0,1,0.0184,0,0.1608,0.0305
ISIC_0032816,212,1,0,0.0,0,0.0,1,0.1092,1,0.2709,0.1547
ISIC_0025265,212,1,0,0.211,0,0.0,1,0.0195,0,0.2537,0.0056
ISIC_0027846,212,1,0,0.0,0,0.0,1,0.0338,0,0.3187,0.0422
ISIC_0033023,212,1,0,0.0,0,0.0,1,0.2332,0,0.4276,-0.1317
ISIC_0030929,212,1,0,0.0132,0,0.0,1,0.1926,0,0.2753,-0.1124
ISIC_0035130,212,1,0,0.0,0,0.0,1,0.1464,0,0.2663,-0.0427
ISIC_0035446,212,1,0,0.0,0,0.0,1,0.0601,1,0.2372,0.097
ISIC_0030486,212,1,0,0.0442,0,0.0,1,0.1162,1,0.2992,0.1462
ISIC_0027328,212,1,0,0.0,0,0.0,1,0.1638,0,0.2242,-0.099
ISIC_0027004,212,1,0,0.0,0,0.0,1,0.0562,1,0.4616,0.0525
ISIC_0026687,212,1,0,0.0,0,0.0,1,0.0862,1,0.4113,0.0661
ISIC_0035089,212,1,0,0.0631,0,0.0,0,0.0205,1,0.2721,0.1024
ISIC_0034416,212,1,0,0.0,0,0.0,1,0.1011,0,0.2252,0.0441
ISIC_2691267,70,0,0,0.0,0,0.0,0,0.0187,0,0.1863,-0.0139
ISIC_7150493,70,0,0,0.1232,0,0.0,1,0.0417,0,0.1982,-0.0372
ISIC_1620808,70,0,0,0.1136,0,0.0,0,0.0355,1,0.3125,0.0965
ISIC_7056760,70,0,0,0.108,0,0.0,0,0.0073,0,0.257,0.0447
ISIC_7435292,70,0,0,0.125,0,0.0,1,0.1087,1,0.2936,0.075
ISIC_2329722,70,0,0,0.1639,0,0.0,1,0.0399,0,0.1436,-0.049
ISIC_0610141,70,0,0,0.4116,0,0.0,1,0.1819,1,0.5697,0.1626
ISIC_4848012,70,0,0,0.0,1,0.7616,0,0.1537,0,0.0408,-0.0044
ISIC_3969181,70,0,0,0.2825,0,0.0,0,0.0159,0,0.3216,0.0366
ISIC_2891834,70,0,0,0.0,1,0.1974,1,0.1724,0,0.2209,-0.0243
ISIC_7069003,70,0,0,0.211,0,0.0,1,0.2606,0,0.2052,-0.1284
ISIC_3700351,70,0,0,0.1491,1,0.1974,1,0.1711,1,0.4868,0.1968
ISIC_4718313,70,0,0,0.0,0,0.0,0,0.007,1,0.222,0.1081
ISIC_3039519,70,0,0,0.0743,0,0.0,0,0.0162,0,0.2596,0.0469
ISIC_2041726,70,0,0,0.0749,0,0.0,0,0.0138,1,0.2538,0.0768
ISIC_5380914,70,0,0,0.0,1,0.8854,1,0.12,1,0.2452,0.0779
ISIC_6427761,70,0,0,0.0,0,0.0,1,0.1173,0,0.2845,-0.0482
ISIC_4265307,70,0,0,0.0,0,0.0,1,0.3133,0,0.3134,-0.067
ISIC_0413901,70,0,0,0.1148,1,0.3799,1,0.057,1,0.4258,0.0906
ISIC_6155981,70,0,0,0.0818,0,0.0,1,0.0154,0,0.2409,0.0295
ISIC_1655600,70,0,0,0.055,0,0.0,0,0.0064,0,0.1529,-0.0164
ISIC_7936961,70,0,0,0.1095,0,0.0,0,0.0398,0,0.2162,-0.0753
ISIC_9110426,70,0,0,0.0984,0,0.0,1,0.0174,1,0.214,0.0835
ISIC_6773319,70,0,0,0.0,0,0.0,1,0.09,0,0.2388,-0.0547
ISIC_9483439,70,0,0,0.0,1,0.9217,0,0.1962,0,0.2576,0.0365
ISIC_7235862,70,0,0,0.0,0,0.0,1,0.0283,0,0.1588,-0.0498
ISIC_9905633,70,0,0,0.1106,0,0.0,0,0.0127,1,0.2871,0.1151
ISIC_1307651,70,0,0,0.1079,0,0.0,1,0.0862,1,0.3396,0.1152
ISIC_3362526,70,0,0,0.0,0,0.0,1,0.0708,1,0.1986,0.0631
ISIC_1382198,70,0,0,0.1137,0,0.0,0,0.044,1,0.3858,0.0959
ISIC_3756374,70,0,0,0.0875,0,0.0,0,0.1713,1,0.3861,0.1455
ISIC_4962984,70,0,0,0.0,0,0.0,1,0.0519,1,0.3523,0.0792
ISIC_5681315,70,0,0,0.0143,1,0.1974,0,0.0178,0,0.1424,0.036
ISIC_6385074,70,0,0,0.0826,0,0.0,1,0.1185,0,0.2977,0.0127
ISIC_0247964,70,0,0,0.0658,0,0.0,1,0.0214,1,0.2605,0.1245
ISIC_8302945,70,0,0,0.0,0,0.0,0,0.0274,0,0.198,-0.0273
ISIC_2426893,70,0,0,0.0,1,0.7616,1,0.1394,0,0.1432,-0.0393
ISIC_3432947,70,0,0,0.1258,0,0.0,1,0.0667,0,0.1603,-0.1102
ISIC_7148289,70,0,0,0.0,1,0.9217,1,0.1114,1,0.1331,0.0505
ISIC_2784965,70,0,0,0.0932,0,0.0,0,0.0304,0,0.3152,0.0351
ISIC_6108555,70,0,0,0.0828,0,0.0,1,0.1517,0,0.2065,-0.0194
ISIC_8653749,70,0,0,0.0,1,0.537,1,0.0957,1,0.2687,0.0826
ISIC_1313659,70,0,0,0.0,0,0.0,0,0.0205,1,0.251,0.0892
ISIC_5290109,70,0,0,0.0,0,0.0,0,0.0764,1,0.4408,0.1196
ISIC_7641395,70,0,0,0.2513,1,0.3799,1,0.313,1,0.493,0.0554
ISIC_1688271,70,0,0,0.0,0,0.0,1,0.0842,0,0.3021,0.0162
ISIC_0679553,70,0,0,0.0558,1,0.3799,1,0.1414,1,0.3683,0.1117
ISIC_0855990,70,0,0,0.1362,1,0.3799,1,0.0999,1,0.2591,0.09
ISIC_8715507,70,0,0,0.2754,0,0.0,1,0.0259,1,0.2636,0.071
ISIC_2371033,70,0,0,0.0,0,0.0,1,0.0506,1,0.2981,0.1382
ISIC_8068693,70,1,0,0.0,1,0.7616,1,0.0887,1,0.2547,0.0807
ISIC_7074321,70,1,0,0.0,0,0.0,1,0.08,1,0.2159,0.0563
ISIC_8789051,70,1,0,0.0767,0,0.0,0,0.022,0,0.234,0.0086
ISIC_7520843,70,1,0,0.0159,1,0.537,1,0.1429,0,0.229,-0.1477
ISIC_7371801,70,1,0,0.0,0,0.0,0,0.0359,0,0.1597,0.0334
ISIC_8011058,70,1,0,0.1249,0,0.0,1,0.0656,0,0.0864,-0.0653
ISIC_5191344,70,1,0,0.0,1,0.1974,1,0.0367,0,0.2079,0.0227
ISIC_3775417,70,1,0,0.0,1,0.664,1,0.0466,1,0.2157,0.0591
ISIC_5561003,70,1,0,0.0,0,0.0,1,0.2483,0,0.1255,-0.2372
ISIC_9910791,70,1,0,0.1826,0,0.0,1,0.0941,0,0.4049,0.0197
ISIC_4425322,70,1,0,0.3099,0,0.0,1,0.0762,1,0.1993,0.0727
ISIC_4000481,70,1,0,0.0213,0,0.0,1,0.0648,1,0.5047,0.232
ISIC_7372719,70,1,0,0.0912,0,0.0,1,0.0756,0,0.0748,-0.0989
ISIC_6927840,70,1,0,0.0458,0,0.0,1,0.0458,1,0.3733,0.0833
ISIC_1870415,70,1,0,0.0067,1,0.664,1,0.0497,1,0.2383,0.0623
ISIC_0624498,70,1,0,0.0,0,0.0,1,0.0057,0,0.0738,-0.0408
ISIC_6971606,70,1,0,0.0,0,0.0,0,0.0176,0,0.2384,-0.0273
ISIC_2720971,70,1,0,0.0,0,0.0,1,0.0493,0,0.3311,0.0478
ISIC_2342769,70,1,0,0.02,1,0.1974,1,0.0879,0,0.2473,0.017
ISIC_3025889,70,1,0,0.0,1,0.3799,1,0.0533,0,0.2361,0.009
ISIC_8621568,70,1,0,0.0,0,0.0,1,0.0626,0,0.3226,0.0111
ISIC_4230049,70,1,0,0.0,0,0.0,1,0.0402,0,0.1723,-0.0557
ISIC_5673518,70,1,0,0.0,0,0.0,1,0.0502,0,0.1779,-0.0103
ISIC_7914631,70,1,0,0.0,0,0.0,1,0.0174,1,0.281,0.124
ISIC_7295035,70,1,0,0.0,1,0.537,1,0.0807,0,0.2889,-0.1181
ISIC_5797062,70,1,0,0.1587,0,0.0,1,0.0584,0,0.3424,-0.0003
ISIC_2182856,70,1,0,0.0,1,0.1974,1,0.15,1,0.1423,0.0692
ISIC_2311665,70,1,0,0.0,1,0.1974,1,0.2272,1,0.2792,0.1051
ISIC_0275828,70,1,0,0.0,0,0.0,1,0.1197,1,0.2779,0.0623
ISIC_9685931,70,1,0,0.0,0,0.0,0,0.0163,0,0.1512,-0.208
ISIC_7466678,70,1,0,0.0,0,0.0,1,0.0566,0,0.2266,0.0329
ISIC_0952472,70,1,0,0.0244,0,0.0,1,0.0699,1,0.2227,0.0811
ISIC_1330008,70,1,0,0.0,0,0.0,1,0.0143,0,0.2067,-0.0143
ISIC_6713432,70,1,0,0.0,0,0.0,0,0.0641,0,0.2169,-0.1002
ISIC_8450656,70,1,0,0.0,0,0.0,1,0.1511,0,0.3496,0.0059
ISIC_9754098,70,1,0,0.0,0,0.0,1,0.0796,1,0.422,0.1572
ISIC_8281208,70,1,0,0.0,1,0.1974,1,0.0302,0,0.1737,-0.0948
ISIC_6392461,70,1,0,0.0,0,0.0,1,0.065,0,0.1985,-0.0613
ISIC_0273046,70,1,0,0.0,0,0.0,1,0.039,0,0.2107,-0.0032
ISIC_9053910,70,1,0,0.0933,0,0.0,1,0.0658,1,0.412,0.0576
ISIC_6688417,70,1,0,0.2716,0,0.0,0,0.0216,0,0.1234,-0.2277
ISIC_7546219,70,1,0,0.0201,0,0.0,1,0.1477,1,0.5422,0.1157
ISIC_4938994,70,1,0,0.0345,0,0.0,1,0.0216,0,0.1238,-0.0814
ISIC_5576354,70,1,0,0.0,0,0.0,1,0.0739,0,0.1366,0.0419
ISIC_3097354,70,1,0,0.0,0,0.0,1,0.3554,1,0.4248,0.0688
ISIC_2979268,70,1,0,0.0,0,0.0,1,0.041,1,0.337,0.0811
ISIC_6784593,70,1,0,0.0,0,0.0,1,0.0287,0,0.3532,-0.1242
ISIC_1375476,70,1,0,0.0,0,0.0,1,0.1454,1,0.4549,0.1081
ISIC_4377208,70,1,0,0.0,0,0.0,0,0.016,0,0.1687,-0.0421
ISIC_1729223,70,1,0,0.1933,0,0.0,1,0.0357,0,0.3313,-0.0115
ISIC_0062783,249,0,0,0.4761,1,0.8337,0,0.4767,1,0.5722,0.3347
ISIC_0057443,249,0,0,0.0,0,0.0,1,0.0324,1,0.3111,0.1479
ISIC_0064896,249,0,0,0.0,0,0.0,0,0.0158,1,0.3748,0.1407
ISIC_0064012,249,0,0,0.0,0,0.0,0,0.0177,0,0.1119,0.0142
ISIC_0056869,249,0,1,0.7534,0,0.0,1,0.0242,1,0.3685,0.2615
ISIC_0063186,249,0,0,0.0,0,0.0,1,0.0194,1,0.3935,0.1389
ISIC_0070884,249,0,1,0.9624,0,0.0,1,0.0165,1,0.3763,0.256
ISIC_0063841,249,0,0,0.0,0,0.0,1,0.0166,1,0.1838,0.1007
ISIC_0064577,249,0,1,0.9982,0,0.0,0,0.0097,1,0.4274,0.2514
ISIC_0067760,249,0,0,0.102,0,0.0,1,0.0295,1,0.3153,0.0532
ISIC_0059710,249,0,0,0.2241,0,0.0,1,0.0576,0,0.1836,-0.0248
ISIC_0056135,249,0,0,0.5677,0,0.0,1,0.0148,1,0.3674,0.1831
ISIC_0064708,249,0,0,0.0,0,0.0,1,0.0391,1,0.2986,0.1208
ISIC_0053466,249,0,0,0.0,0,0.0,1,0.1183,0,0.2657,0.0208
ISIC_0061537,249,0,0,0.1746,0,0.0,0,0.0189,1,0.3146,0.155
ISIC_0061635,249,0,1,0.9986,0,0.0,1,0.0699,0,0.1976,-0.036
ISIC_0070202,249,0,0,0.6164,0,0.0,1,0.0205,1,0.3232,0.2235
ISIC_0060584,249,0,0,0.0,0,0.0,0,0.0258,0,0.2907,-0.1014
ISIC_0066235,249,0,0,0.0227,0,0.0,1,0.0848,0,0.2093,-0.0318
ISIC_0065575,249,0,1,0.9978,0,0.0,0,0.0072,1,0.3468,0.2395
ISIC_0072949,249,0,0,0.5296,0,0.0,1,0.0402,1,0.5278,0.2378
ISIC_0062044,249,0,0,0.0,0,0.0,1,0.0327,0,0.3249,0.0156
ISIC_0058141,249,0,0,0.0,1,0.3799,1,0.0627,1,0.2576,0.1349
ISIC_0072960,249,0,0,0.0,0,0.0,1,0.0619,0,0.125,-0.135
ISIC_0061924,249,0,0,0.0023,0,0.0,1,0.1217,0,0.3428,-0.042
ISIC_0070208,249,0,0,0.35,0,0.0,1,0.0109,1,0.2639,0.0592
ISIC_0059603,249,0,1,0.9991,0,0.0,0,0.0046,1,0.3709,0.2061
ISIC_0054812,249,0,0,0.3208,0,0.0,1,0.0477,0,0.3524,-0.0008
ISIC_0055283,249,0,0,0.1179,0,0.0,1,0.0211,1,0.2984,0.1448
ISIC_0058233,249,0,1,0.8622,0,0.0,0,0.0062,1,0.4132,0.1836
ISIC_0072170,249,0,0,0.0,0,0.0,0,0.0129,1,0.3687,0.1544
ISIC_0065383,249,0,0,0.0,0,0.0,1,0.1073,0,0.1898,-0.1031
ISIC_0073006,249,0,0,0.0,0,0.0,1,0.1477,1,0.3198,0.1134
ISIC_0065762,249,0,1,1.0,0,0.0,1,0.0681,1,0.3745,0.1007
ISIC_0071356,249,0,0,0.4683,0,0.0,1,0.0112,1,0.2679,0.2118
ISIC_0073031,249,0,0,0.0,0,0.0,0,0.0128,1,0.2056,0.1268
ISIC_0068344,249,0,0,0.0,0,0.0,1,0.0597,1,0.3312,0.0748
ISIC_0071171,249,0,0,0.0,0,0.0,1,0.0267,0,0.125,-0.0598
ISIC_0067408,249,0,1,0.8854,0,0.0,0,0.0214,1,0.3609,0.1834
ISIC_0058846,249,0,0,0.0,1,0.1974,1,0.166,1,0.2568,0.1419
ISIC_0073150,249,0,0,0.0,0,0.0,1,0.0686,1,0.4168,0.1404
ISIC_0071919,249,0,0,0.0085,0,0.0,0,0.0581,1,0.2691,0.0536
ISIC_0069019,249,0,0,0.2643,0,0.0,1,0.0261,1,0.4396,0.2308
ISIC_0073080,249,0,0,0.0,0,0.0,1,0.01,1,0.1246,0.0931
ISIC_0060632,249,0,0,0.0,0,0.0,0,0.0289,0,0.231,0.0335
ISIC_0066383,249,0,0,0.1367,0,0.0,1,0.0468,1,0.4944,0.2366
ISIC_0065274,249,0,0,0.1821,0,0.0,0,0.0041,1,0.2106,0.0716
ISIC_0053998,249,0,0,0.0,0,0.0,1,0.0651,0,0.3029,0.0455
ISIC_0053647,249,0,0,0.0,0,0.0,0,0.0328,1,0.2554,0.1035
ISIC_0065503,249,0,0,0.0,0,0.0,0,0.0041,1,0.3039,0.0868
ISIC_0056571,249,1,0,0.0,0,0.0,0,0.004,1,0.1209,0.0625
ISIC_0068909,249,1,0,0.0,0,0.0,1,0.0322,0,0.2673,-0.0432
ISIC_0057242,249,1,0,0.0,0,0.0,1,0.0859,1,0.3841,0.2067
ISIC_0061185,249,1,0,0.0,0,0.0,0,0.0257,0,0.2655,0.0329
ISIC_0068276,249,1,0,0.0,0,0.0,0,0.0556,0,0.3599,0.0193
ISIC_0072111,249,1,0,0.1411,0,0.0,1,0.0473,1,0.519,0.2625
ISIC_0065648,249,1,0,0.0849,1,0.1974,1,0.1464,1,0.5159,0.2758
ISIC_0054244,249,1,0,0.0,0,0.0,1,0.0105,1,0.3867,0.1784
ISIC_0071589,249,1,0,0.02,0,0.0,1,0.1366,0,0.2743,-0.0356
ISIC_0068347,249,1,0,0.0,0,0.0,1,0.1137,0,0.351,-0.0187
ISIC_0062206,249,1,1,0.9988,0,0.0,1,0.0514,1,0.4172,0.1478
ISIC_0058651,249,1,0,0.0,0,0.0,0,0.0238,1,0.3471,0.1905
ISIC_0063354,249,1,0,0.0,0,0.0,1,0.2041,1,0.2302,0.0924
ISIC_0058398,249,1,0,0.0,0,0.0,0,0.0049,1,0.2174,0.0908
ISIC_0054721,249,1,0,0.0,0,0.0,1,0.0266,1,0.1242,0.0971
ISIC_0054993,249,1,0,0.1618,0,0.0,0,0.0085,0,0.2655,0.008
ISIC_0059581,249,1,0,0.0,0,0.0,1,0.0589,0,0.3453,-0.0217
ISIC_0057542,249,1,0,0.0,0,0.0,0,0.0034,1,0.2181,0.1284
ISIC_0060266,249,1,0,0.0,0,0.0,1,0.0831,1,0.4112,0.1248
ISIC_0068524,249,1,1,0.9987,0,0.0,1,0.0268,1,0.3179,0.0596
ISIC_0070152,249,1,0,0.0,0,0.0,1,0.1748,1,0.2178,0.0867
ISIC_0070237,249,1,0,0.0,0,0.0,1,0.0515,0,0.2445,0.0291
ISIC_0065923,249,1,0,0.4744,0,0.0,1,0.0557,0,0.176,-0.1265
ISIC_0053939,249,1,1,0.9715,0,0.0,1,0.0413,0,0.2551,-0.106
ISIC_0064625,249,1,0,0.0,0,0.0,1,0.176,1,0.3292,0.0562
ISIC_0068731,249,1,0,0.0,0,0.0,0,0.0143,0,0.2721,-0.1093
ISIC_0063660,249,1,0,0.0,0,0.0,0,0.0407,1,0.2223,0.1357
ISIC_0073246,249,1,0,0.0498,0,0.0,0,0.0191,0,0.1027,-0.0209
ISIC_0068231,249,1,0,0.5015,0,0.0,1,0.1038,1,0.3379,0.241
ISIC_0071147,249,1,0,0.0,0,0.0,0,0.0084,1,0.1,0.0811
ISIC_0068963,249,1,0,0.0,0,0.0,0,0.0066,0,0.0962,-0.0384
ISIC_0055465,249,1,1,0.7408,0,0.0,1,0.1008,0,0.3815,-0.0675
ISIC_0066940,249,1,0,0.0,0,0.0,1,0.0638,0,0.3233,0.0053
ISIC_0053719,249,1,1,0.9931,0,0.0,1,0.0279,0,0.2554,-0.0268
ISIC_0054353,249,1,0,0.1264,0,0.0,1,0.007,0,0.1035,-0.0225
ISIC_0059160,249,1,0,0.0,0,0.0,1,0.012,1,0.3009,0.0968
ISIC_0071035,249,1,0,0.0,0,0.0,0,0.0297,1,0.3651,0.0819
ISIC_0067335,249,1,1,0.9997,0,0.0,1,0.0727,0,0.2529,-0.0593
ISIC_0059785,249,1,1,0.9979,0,0.0,0,0.0168,1,0.3547,0.1274
ISIC_0062762,249,1,0,0.0,0,0.0,1,0.064,0,0.3827,0.033
ISIC_0072104,249,1,0,0.1521,0,0.0,1,0.1618,1,0.4872,0.3022
ISIC_0061279,249,1,1,0.9969,0,0.0,1,0.0407,0,0.2381,-0.0113
ISIC_0054563,249,1,0,0.0,0,0.0,0,0.019,1,0.3648,0.1212
ISIC_0059724,249,1,0,0.4912,0,0.0,1,0.0474,1,0.45,0.2358
ISIC_0054970,249,1,1,0.9975,0,0.0,1,0.059,0,0.2493,-0.0106
ISIC_0056972,249,1,0,0.4853,0,0.0,1,0.0355,0,0.2202,0.0123
ISIC_0072292,249,1,1,0.9874,0,0.0,1,0.1902,1,0.5609,0.2698
ISIC_0063819,249,1,0,0.2703,0,0.0,1,0.1289,1,0.37,0.1912
ISIC_0072382,249,1,0,0.0,1,0.1974,1,0.3623,1,0.4732,0.2812
ISIC_0066761,249,1,1,0.9244,1,0.1974,1,0.0458,1,0.4396,0.1921
