isic_id,source_collection,label,p_orig,p_full_norm,p_LACN,p_lesion_only,dP_full,dP_LACN,dP_lesion
ISIC_0030249,212,1,0.9113430976867676,0.9235247373580933,0.4854832589626312,0.784098207950592,0.012181639671325684,-0.42585983872413635,-0.12724488973617554
ISIC_0028994,212,1,0.9147065281867981,0.8544179797172546,0.8498671054840088,0.8582125306129456,-0.06028854846954346,-0.0648394227027893,-0.05649399757385254
ISIC_0031041,212,1,0.9588063359260559,0.9588920474052429,0.9585715532302856,0.9574229717254639,8.571147918701172e-05,-0.00023478269577026367,-0.001383364200592041
ISIC_0035767,212,1,0.76009202003479,0.7423941493034363,0.7634042501449585,0.7190219163894653,-0.01769787073135376,0.003312230110168457,-0.04107010364532471
ISIC_0035376,212,1,0.9462980628013611,0.9476035237312317,0.924679696559906,0.9426289796829224,0.0013054609298706055,-0.021618366241455078,-0.0036690831184387207
ISIC_0028542,212,1,0.9187697768211365,0.8842688798904419,0.8723077178001404,0.8738346099853516,-0.03450089693069458,-0.046462059020996094,-0.04493516683578491
ISIC_0033366,212,1,0.8049957752227783,0.7735191583633423,0.7451772093772888,0.8019812107086182,-0.031476616859436035,-0.0598185658454895,-0.0030145645141601562
ISIC_0024595,212,1,0.9428901672363281,0.9418700933456421,0.9328396320343018,0.9520859122276306,-0.0010200738906860352,-0.010050535202026367,0.00919574499130249
ISIC_0032441,212,1,0.8576282858848572,0.9006844758987427,0.902911901473999,0.8539327383041382,0.0430561900138855,0.045283615589141846,-0.003695547580718994
ISIC_0034605,212,1,0.9114614129066467,0.9348809123039246,0.9551371932029724,0.7685084342956543,0.023419499397277832,0.043675780296325684,-0.14295297861099243
ISIC_0034888,212,1,0.9040089249610901,0.9122137427330017,0.8804418444633484,0.9228643178939819,0.008204817771911621,-0.0235670804977417,0.018855392932891846
ISIC_0035663,212,1,0.8774923086166382,0.8912830352783203,0.8715429902076721,0.7995211482048035,0.013790726661682129,-0.0059493184089660645,-0.07797116041183472
ISIC_0025301,212,1,0.9223565459251404,0.9570887088775635,0.9214847087860107,0.9237810373306274,0.034732162952423096,-0.0008718371391296387,0.0014244914054870605
ISIC_0032313,212,1,0.8784765601158142,0.8772992491722107,0.9440234899520874,0.8764595985412598,-0.0011773109436035156,0.0655469298362732,-0.0020169615745544434
ISIC_0032841,212,1,0.8195281028747559,0.8394283652305603,0.8550405502319336,0.8342021107673645,0.019900262355804443,0.035512447357177734,0.014674007892608643
ISIC_0034906,212,1,0.981704831123352,0.9827991127967834,0.9700478315353394,0.9547774791717529,0.0010942816734313965,-0.011656999588012695,-0.02692735195159912
ISIC_0035756,212,1,0.9132439494132996,0.9094660878181458,0.9181867241859436,0.806189775466919,-0.0037778615951538086,0.004942774772644043,-0.10705417394638062
ISIC_0035708,212,1,0.8487393856048584,0.8678604364395142,0.8638570308685303,0.8416882157325745,0.01912105083465576,0.015117645263671875,-0.0070511698722839355
ISIC_0033619,212,1,0.8377225995063782,0.7399004697799683,0.8821112513542175,0.873984694480896,-0.09782212972640991,0.044388651847839355,0.03626209497451782
ISIC_0026522,212,1,0.9526523351669312,0.9187244176864624,0.9475751519203186,0.9241132140159607,-0.03392791748046875,-0.005077183246612549,-0.02853912115097046
ISIC_0027359,212,1,0.9080381393432617,0.8830249309539795,0.92781001329422,0.8704252243041992,-0.025013208389282227,0.019771873950958252,-0.0376129150390625
ISIC_0027229,212,1,0.8105165362358093,0.8547144532203674,0.8718790411949158,0.8405166268348694,0.044197916984558105,0.061362504959106445,0.03000009059906006
ISIC_0024799,212,1,0.8756299018859863,0.9315108060836792,0.9166624546051025,0.8339009284973145,0.05588090419769287,0.04103255271911621,-0.041728973388671875
ISIC_0028763,212,1,0.9449299573898315,0.8708479404449463,0.9201904535293579,0.8744453191757202,-0.07408201694488525,-0.024739503860473633,-0.07048463821411133
ISIC_0031266,212,1,0.8430719375610352,0.8345128297805786,0.8198064565658569,0.8366800546646118,-0.008559107780456543,-0.023265480995178223,-0.00639188289642334
ISIC_0029602,212,1,0.9333773851394653,0.932087242603302,0.8113692402839661,0.7847612500190735,-0.00129014253616333,-0.12200814485549927,-0.14861613512039185
ISIC_0031489,212,1,0.8955946564674377,0.8994913697242737,0.9038764238357544,0.8413766622543335,0.0038967132568359375,0.00828176736831665,-0.05421799421310425
ISIC_0025069,212,1,0.8549923896789551,0.8939933776855469,0.9324473738670349,0.9125743508338928,0.0390009880065918,0.07745498418807983,0.057581961154937744
ISIC_0029860,212,1,0.9506071209907532,0.9416970610618591,0.9277755618095398,0.9287681579589844,-0.008910059928894043,-0.02283155918121338,-0.0218389630317688
ISIC_0028232,212,1,0.8880099058151245,0.9268811345100403,0.8987919688224792,0.7971578240394592,0.03887122869491577,0.010782063007354736,-0.09085208177566528
ISIC_0029669,212,1,0.951262891292572,0.7831466794013977,0.7493802905082703,0.8599498867988586,-0.16811621189117432,-0.20188260078430176,-0.09131300449371338
ISIC_0030191,212,1,0.9558699131011963,0.9494378566741943,0.9124000668525696,0.8893206119537354,-0.006432056427001953,-0.04346984624862671,-0.06654930114746094
ISIC_0031063,212,1,0.9560179114341736,0.9728067517280579,0.9762536883354187,0.9790720343589783,0.016788840293884277,0.020235776901245117,0.023054122924804688
ISIC_0024967,212,1,0.9076688885688782,0.9155991673469543,0.9291639924049377,0.8269343972206116,0.007930278778076172,0.02149510383605957,-0.0807344913482666
ISIC_0028685,212,1,0.9460073709487915,0.9605547189712524,0.9318521022796631,0.9102964997291565,0.014547348022460938,-0.014155268669128418,-0.03571087121963501
ISIC_0031087,212,1,0.9834381937980652,0.9687582850456238,0.9734131693840027,0.9740543961524963,-0.014679908752441406,-0.0100250244140625,-0.009383797645568848
ISIC_0035853,212,1,0.66075599193573,0.8298145532608032,0.846657931804657,0.6915510296821594,0.16905856132507324,0.185901939868927,0.030795037746429443
ISIC_0032816,212,1,0.8047971725463867,0.8384312987327576,0.8770954012870789,0.7809651494026184,0.03363412618637085,0.07229822874069214,-0.02383202314376831
ISIC_0025265,212,1,0.878553569316864,0.8819319605827332,0.8764782547950745,0.8722248673439026,0.0033783912658691406,-0.0020753145217895508,-0.006328701972961426
ISIC_0027846,212,1,0.930809736251831,0.9578918814659119,0.9467580914497375,0.8943315148353577,0.02708214521408081,0.015948355197906494,-0.03647822141647339
ISIC_0033023,212,1,0.9281045198440552,0.9217451214790344,0.9367819428443909,0.9244564771652222,-0.006359398365020752,0.008677423000335693,-0.003648042678833008
ISIC_0030929,212,1,0.8823647499084473,0.9400882720947266,0.9345517158508301,0.9257661700248718,0.0577235221862793,0.05218696594238281,0.04340142011642456
ISIC_0035130,212,1,0.785071611404419,0.8051362037658691,0.8074245452880859,0.8711109757423401,0.020064592361450195,0.022352933883666992,0.08603936433792114
ISIC_0035446,212,1,0.8956535458564758,0.8671489953994751,0.8830750584602356,0.8575735688209534,-0.028504550457000732,-0.012578487396240234,-0.03807997703552246
ISIC_0030486,212,1,0.9237561225891113,0.7854912877082825,0.7870132327079773,0.8850101232528687,-0.13826483488082886,-0.13674288988113403,-0.038745999336242676
ISIC_0027328,212,1,0.9196871519088745,0.9480680227279663,0.9210907220840454,0.9045521020889282,0.028380870819091797,0.0014035701751708984,-0.015135049819946289
ISIC_0027004,212,1,0.8398870825767517,0.8856857419013977,0.9313191771507263,0.8060788512229919,0.045798659324645996,0.09143209457397461,-0.033808231353759766
ISIC_0026687,212,1,0.9786326289176941,0.9543715119361877,0.9571435451507568,0.9777284264564514,-0.024261116981506348,-0.021489083766937256,-0.0009042024612426758
ISIC_0035089,212,1,0.8345468044281006,0.822802722454071,0.826123058795929,0.828298032283783,-0.011744081974029541,-0.00842374563217163,-0.006248772144317627
ISIC_0034416,212,1,0.9657392501831055,0.968808114528656,0.9413007497787476,0.9475080370903015,0.003068864345550537,-0.02443850040435791,-0.018231213092803955
ISIC_2691267,70,0,0.5673105716705322,0.5602768063545227,0.6167369484901428,0.6172897815704346,-0.0070337653160095215,0.049426376819610596,0.049979209899902344
ISIC_7150493,70,0,0.7957795262336731,0.8070709109306335,0.8030114769935608,0.8234760165214539,0.01129138469696045,0.007231950759887695,0.02769649028778076
ISIC_1620808,70,0,0.7004625797271729,0.6838670372962952,0.6344018578529358,0.6552776098251343,-0.016595542430877686,-0.06606072187423706,-0.045184969902038574
ISIC_7056760,70,0,0.5841887593269348,0.45897066593170166,0.39459988474845886,0.5222527980804443,-0.12521809339523315,-0.18958887457847595,-0.06193596124649048
ISIC_7435292,70,0,0.8107221722602844,0.8422853350639343,0.783843457698822,0.7663732767105103,0.0315631628036499,-0.026878714561462402,-0.04434889554977417
ISIC_2329722,70,0,0.5596688389778137,0.5809621810913086,0.5000391006469727,0.6706973314285278,0.021293342113494873,-0.059629738330841064,0.11102849245071411
ISIC_0610141,70,0,0.8615669012069702,0.8893616199493408,0.8287533521652222,0.7937163710594177,0.027794718742370605,-0.03281354904174805,-0.06785053014755249
ISIC_4848012,70,0,0.04391412436962128,0.5515344142913818,0.459232896566391,0.0426662415266037,0.5076202899217606,0.4153187721967697,-0.0012478828430175781
ISIC_3969181,70,0,0.793480634689331,0.6516290903091431,0.6837104558944702,0.6392245888710022,-0.141851544380188,-0.10977017879486084,-0.15425604581832886
ISIC_2891834,70,0,0.7979841232299805,0.8179016709327698,0.8126446604728699,0.758179783821106,0.019917547702789307,0.014660537242889404,-0.03980433940887451
ISIC_7069003,70,0,0.958042323589325,0.9344378113746643,0.9466300010681152,0.9440041780471802,-0.023604512214660645,-0.011412322521209717,-0.014038145542144775
ISIC_3700351,70,0,0.5286309123039246,0.6284316182136536,0.6576488614082336,0.48697975277900696,0.099800705909729,0.12901794910430908,-0.0416511595249176
ISIC_4718313,70,0,0.4952957332134247,0.5769131779670715,0.6138651371002197,0.6021152138710022,0.08161744475364685,0.11856940388679504,0.10681948065757751
ISIC_3039519,70,0,0.8446369171142578,0.7720069289207458,0.7894318103790283,0.8639610409736633,-0.07262998819351196,-0.05520510673522949,0.019324123859405518
ISIC_2041726,70,0,0.8242089748382568,0.6838266849517822,0.5900061130523682,0.83218914270401,-0.1403822898864746,-0.23420286178588867,0.007980167865753174
ISIC_5380914,70,0,0.5139488577842712,0.5595428943634033,0.6817304491996765,0.42320048809051514,0.04559403657913208,0.16778159141540527,-0.0907483696937561
ISIC_6427761,70,0,0.652931272983551,0.7097538709640503,0.8609307408332825,0.7604496479034424,0.05682259798049927,0.20799946784973145,0.10751837491989136
ISIC_0413901,70,0,0.7558537125587463,0.4606301784515381,0.5948308706283569,0.7331092357635498,-0.29522353410720825,-0.1610228419303894,-0.022744476795196533
ISIC_6155981,70,0,0.7548506259918213,0.6356332898139954,0.6357665657997131,0.7595605254173279,-0.11921733617782593,-0.11908406019210815,0.004709899425506592
ISIC_1655600,70,0,0.7482718825340271,0.709245502948761,0.7459985017776489,0.7544767260551453,-0.03902637958526611,-0.002273380756378174,0.006204843521118164
ISIC_7936961,70,0,0.7524492144584656,0.727522611618042,0.7380136847496033,0.8478549122810364,-0.024926602840423584,-0.014435529708862305,0.0954056978225708
ISIC_9110426,70,0,0.8059197664260864,0.7585904002189636,0.7066304683685303,0.7725889682769775,-0.0473293662071228,-0.09928929805755615,-0.03333079814910889
ISIC_6773319,70,0,0.035970207303762436,0.5978783965110779,0.5105590224266052,0.07434277981519699,0.5619081892073154,0.4745888151228428,0.038372572511434555
ISIC_9483439,70,0,0.6372162699699402,0.628570020198822,0.6980023384094238,0.6813110113143921,-0.008646249771118164,0.06078606843948364,0.044094741344451904
ISIC_7235862,70,0,0.04228851571679115,0.49853065609931946,0.5987963676452637,0.24077658355236053,0.4562421403825283,0.5565078519284725,0.19848806783556938
ISIC_9905633,70,0,0.7134138941764832,0.6904056668281555,0.6637281775474548,0.6936505436897278,-0.023008227348327637,-0.04968571662902832,-0.01976335048675537
ISIC_1307651,70,0,0.775510847568512,0.7689895033836365,0.7105619311332703,0.7750602960586548,-0.006521344184875488,-0.0649489164352417,-0.00045055150985717773
ISIC_3362526,70,0,0.24825124442577362,0.7628920078277588,0.82464200258255,0.40387779474258423,0.5146407634019852,0.5763907581567764,0.1556265503168106
ISIC_1382198,70,0,0.5478155016899109,0.3788154125213623,0.4668525755405426,0.46202734112739563,-0.16900008916854858,-0.08096292614936829,-0.08578816056251526
ISIC_3756374,70,0,0.39450326561927795,0.4633633494377136,0.5072020292282104,0.3600535988807678,0.06886008381843567,0.1126987636089325,-0.03444966673851013
ISIC_4962984,70,0,0.28140851855278015,0.7361964583396912,0.7073627710342407,0.42895326018333435,0.454787939786911,0.42595425248146057,0.1475447416305542
ISIC_6385074,70,0,0.7273841500282288,0.6216612458229065,0.6316868662834167,0.7130796909332275,-0.10572290420532227,-0.09569728374481201,-0.01430445909500122
ISIC_0247964,70,0,0.6600443720817566,0.623197078704834,0.5745230913162231,0.6685498356819153,-0.03684729337692261,-0.08552128076553345,0.008505463600158691
ISIC_8302945,70,0,0.0377618744969368,0.4041685163974762,0.2170589119195938,0.14267794787883759,0.3664066419005394,0.179297037422657,0.10491607338190079
ISIC_2426893,70,0,0.06381337344646454,0.6432957053184509,0.24073943495750427,0.11659684777259827,0.5794823318719864,0.17692606151103973,0.05278347432613373
ISIC_3432947,70,0,0.7905745506286621,0.7895373702049255,0.7793654203414917,0.7871612310409546,-0.0010371804237365723,-0.01120913028717041,-0.0034133195877075195
ISIC_7148289,70,0,0.43535926938056946,0.8757185935974121,0.772210419178009,0.7106104493141174,0.44035932421684265,0.3368511497974396,0.275251179933548
ISIC_2784965,70,0,0.7849035263061523,0.7040415406227112,0.618546724319458,0.7215089797973633,-0.08086198568344116,-0.16635680198669434,-0.06339454650878906
ISIC_6108555,70,0,0.8548996448516846,0.7486186027526855,0.7705286145210266,0.8298762440681458,-0.10628104209899902,-0.08437103033065796,-0.02502340078353882
ISIC_8653749,70,0,0.6332065463066101,0.7905169129371643,0.6687119007110596,0.587116539478302,0.1573103666305542,0.03550535440444946,-0.046090006828308105
ISIC_1313659,70,0,0.18429233133792877,0.47765013575553894,0.29335886240005493,0.5863585472106934,0.29335780441761017,0.10906653106212616,0.4020662158727646
ISIC_5290109,70,0,0.6207441091537476,0.6736493110656738,0.7237530946731567,0.6243389248847961,0.05290520191192627,0.10300898551940918,0.003594815731048584
ISIC_7641395,70,0,0.7974337935447693,0.7703120112419128,0.7546036839485168,0.8358862996101379,-0.027121782302856445,-0.04283010959625244,0.03845250606536865
ISIC_1688271,70,0,0.27105990052223206,0.7353251576423645,0.6916826963424683,0.48618370294570923,0.46426525712013245,0.4206227958202362,0.21512380242347717
ISIC_0679553,70,0,0.8286614418029785,0.7859199047088623,0.7863010764122009,0.7993540167808533,-0.04274153709411621,-0.04236036539077759,-0.029307425022125244
ISIC_0855990,70,0,0.2543781101703644,0.723002016544342,0.7325878739356995,0.25077977776527405,0.46862390637397766,0.4782097637653351,-0.003598332405090332
ISIC_8715507,70,0,0.6732707619667053,0.7821318507194519,0.7543336153030396,0.7229130864143372,0.10886108875274658,0.08106285333633423,0.049642324447631836
ISIC_2371033,70,0,0.42332613468170166,0.5197306871414185,0.5687770843505859,0.5667070746421814,0.0964045524597168,0.14545094966888428,0.14338093996047974
ISIC_8068693,70,1,0.6339138746261597,0.5559341907501221,0.7766904830932617,0.3929067552089691,-0.0779796838760376,0.14277660846710205,-0.24100711941719055
ISIC_7074321,70,1,0.5678378939628601,0.7561500668525696,0.7375018000602722,0.6896326541900635,0.18831217288970947,0.1696639060974121,0.12179476022720337
ISIC_8789051,70,1,0.9578508734703064,0.9662407040596008,0.9472060203552246,0.9479620456695557,0.008389830589294434,-0.010644853115081787,-0.009888827800750732
ISIC_7520843,70,1,0.6957278847694397,0.7556993365287781,0.7435635924339294,0.789339542388916,0.05997145175933838,0.047835707664489746,0.09361165761947632
ISIC_7371801,70,1,0.39503899216651917,0.8565976023674011,0.751182496547699,0.506800651550293,0.46155861020088196,0.3561435043811798,0.1117616593837738
ISIC_8011058,70,1,0.7862780690193176,0.7772902250289917,0.7798282504081726,0.8224331140518188,-0.008987843990325928,-0.0064498186111450195,0.03615504503250122
ISIC_5191344,70,1,0.7925682663917542,0.7986771464347839,0.7563192844390869,0.6639528870582581,0.006108880043029785,-0.036248981952667236,-0.1286153793334961
ISIC_3775417,70,1,0.6483868360519409,0.6648797392845154,0.8358684182167053,0.6413712501525879,0.016492903232574463,0.1874815821647644,-0.007015585899353027
ISIC_9910791,70,1,0.8457626700401306,0.872803807258606,0.8728707432746887,0.7833483219146729,0.027041137218475342,0.027108073234558105,-0.062414348125457764
ISIC_4425322,70,1,0.6857525706291199,0.7905399203300476,0.8214260339736938,0.7021431922912598,0.10478734970092773,0.13567346334457397,0.016390621662139893
ISIC_4000481,70,1,0.7904068827629089,0.9264896512031555,0.9051249027252197,0.8975671529769897,0.13608276844024658,0.11471801996231079,0.10716027021408081
ISIC_7372719,70,1,0.9144617319107056,0.7738462686538696,0.8352029323577881,0.8942810893058777,-0.14061546325683594,-0.07925879955291748,-0.02018064260482788
ISIC_6927840,70,1,0.2934226989746094,0.750937819480896,0.4584156274795532,0.7267409563064575,0.4575151205062866,0.16499292850494385,0.43331825733184814
ISIC_1870415,70,1,0.3909425735473633,0.5392597913742065,0.5873885750770569,0.4143657684326172,0.14831721782684326,0.1964460015296936,0.023423194885253906
ISIC_0624498,70,1,0.782660722732544,0.6939632892608643,0.7208141684532166,0.5135318040847778,-0.08869743347167969,-0.06184655427932739,-0.2691289186477661
ISIC_6971606,70,1,0.63137286901474,0.6404905319213867,0.7097459435462952,0.6313242316246033,0.009117662906646729,0.07837307453155518,-4.863739013671875e-05
ISIC_2720971,70,1,0.050841812044382095,0.8023771643638611,0.2985924780368805,0.12690933048725128,0.751535352319479,0.2477506659924984,0.07606751844286919
ISIC_3025889,70,1,0.9016067981719971,0.9051197171211243,0.9053731560707092,0.8708235025405884,0.0035129189491271973,0.003766357898712158,-0.03078329563140869
ISIC_8621568,70,1,0.18068519234657288,0.5966598391532898,0.49933212995529175,0.68063884973526,0.4159746468067169,0.31864693760871887,0.49995365738868713
ISIC_5673518,70,1,0.19923651218414307,0.8217020034790039,0.6981412172317505,0.29557299613952637,0.6224654912948608,0.4989047050476074,0.0963364839553833
ISIC_7914631,70,1,0.3158077299594879,0.5014541149139404,0.60298752784729,0.5819655060768127,0.18564638495445251,0.2871797978878021,0.26615777611732483
ISIC_7295035,70,1,0.6858662366867065,0.6920392513275146,0.664067804813385,0.6471157670021057,0.0061730146408081055,-0.021798431873321533,-0.03875046968460083
ISIC_5797062,70,1,0.8766217827796936,0.9231962561607361,0.9096747040748596,0.8613682389259338,0.04657447338104248,0.033052921295166016,-0.015253543853759766
ISIC_2182856,70,1,0.6549968719482422,0.6276757717132568,0.7336531281471252,0.5333384275436401,-0.02732110023498535,0.07865625619888306,-0.12165844440460205
ISIC_2311665,70,1,0.7833215594291687,0.8769581317901611,0.8400666117668152,0.7281007170677185,0.09363657236099243,0.056745052337646484,-0.055220842361450195
ISIC_0275828,70,1,0.20583078265190125,0.8692869544029236,0.6333708763122559,0.6890316009521484,0.6634561717510223,0.4275400936603546,0.4832008183002472
ISIC_9685931,70,1,0.4610195755958557,0.5711709856987,0.5909743309020996,0.4076482951641083,0.11015141010284424,0.1299547553062439,-0.053371280431747437
ISIC_7466678,70,1,0.8027047514915466,0.8344411253929138,0.8215201497077942,0.8302329182624817,0.03173637390136719,0.01881539821624756,0.02752816677093506
ISIC_0952472,70,1,0.720974326133728,0.9422785043716431,0.9028170108795166,0.743151843547821,0.22130417823791504,0.18184268474578857,0.022177517414093018
ISIC_1330008,70,1,0.43562161922454834,0.7419637441635132,0.6753280162811279,0.5871291756629944,0.30634212493896484,0.2397063970565796,0.15150755643844604
ISIC_6713432,70,1,0.08108824491500854,0.845280110836029,0.7739260196685791,0.4359656274318695,0.7641918659210205,0.6928377747535706,0.35487738251686096
ISIC_8450656,70,1,0.229507714509964,0.5860663056373596,0.4819592535495758,0.4156017601490021,0.35655859112739563,0.2524515390396118,0.18609404563903809
ISIC_9754098,70,1,0.10414823889732361,0.7598516345024109,0.7367473244667053,0.6277000308036804,0.6557033956050873,0.6325990855693817,0.5235517919063568
ISIC_6392461,70,1,0.4909919798374176,0.7914756536483765,0.7407168745994568,0.5400364995002747,0.30048367381095886,0.24972489476203918,0.049044519662857056
ISIC_0273046,70,1,0.0879291370511055,0.8149213194847107,0.6562950015068054,0.3364747166633606,0.7269921824336052,0.5683658644556999,0.2485455796122551
