area_frac,n_cc,reliable,isic_id,label
0.3436143663194444,18,True,ISIC_9572621,1
0.1114773220486111,1,True,ISIC_0453983,1
0.1225314670138889,5,True,ISIC_5009921,1
0.6195136176215278,22,False,ISIC_5324133,1
0.50604248046875,23,True,ISIC_7265705,1
0.4380967881944444,11,True,ISIC_9017175,1
0.3642917209201389,12,True,ISIC_9118845,1
0.4655422634548611,19,True,ISIC_4324446,1
0.4334513346354167,8,True,ISIC_7994462,1
0.7225816514756944,7,False,ISIC_4027093,1
0.1862521701388889,27,True,ISIC_5771532,1
0.5838555230034722,7,True,ISIC_6895006,1
0.6077338324652778,7,False,ISIC_2794340,1
0.6253119574652778,4,False,ISIC_2733523,1
0.4967041015625,14,True,ISIC_9856048,1
0.6237928602430556,14,False,ISIC_8962146,1
0.3836330837673611,8,True,ISIC_5242166,1
0.7175632052951388,3,False,ISIC_9216704,1
0.1607326931423611,33,True,ISIC_4633961,1
0.3867051866319444,23,True,ISIC_1762657,1
0.3637559678819444,3,True,ISIC_4654376,1
0.4302096896701389,6,True,ISIC_7518218,1
0.4556410047743056,22,True,ISIC_6923129,1
0.5692545572916666,4,True,ISIC_4862138,1
0.6159328884548612,5,False,ISIC_3322222,1
0.4136555989583333,5,True,ISIC_0719997,1
0.3878241644965278,25,True,ISIC_7927179,1
0.4523044162326389,27,True,ISIC_0402499,1
0.1935696072048611,27,True,ISIC_8070139,1
0.5445827907986112,3,True,ISIC_7636209,1
0.4473402235243056,29,True,ISIC_3939635,1
0.3719278971354167,8,True,ISIC_3718798,1
0.3078545464409722,7,True,ISIC_5608083,1
0.58563232421875,8,True,ISIC_3867717,1
