isic_id,label,p_orig,p_lacn,mask_reliable,dP_lacn
ISIC_4654376,1,0.6990940570831299,0.6599258780479431,True,-0.03916817903518677
ISIC_7518218,1,0.7654403448104858,0.8731926679611206,True,0.10775232315063477
ISIC_6923129,1,0.6451804637908936,0.6691727042198181,True,0.02399224042892456
ISIC_4862138,1,0.7368332743644714,0.8455919623374939,True,0.10875868797302246
ISIC_3322222,1,0.7097026109695435,0.7097026109695435,False,0.0
ISIC_0719997,1,0.5726926922798157,0.5770362019538879,True,0.004343509674072266
ISIC_7927179,1,0.7859621644020081,0.7789548635482788,True,-0.007007300853729248
ISIC_0402499,1,0.8215516209602356,0.74887615442276,True,-0.07267546653747559
ISIC_8070139,1,0.9831830263137816,0.9783945083618164,True,-0.004788517951965221
ISIC_7636209,1,0.765257716178894,0.736142635345459,True,-0.02911508083343506
ISIC_3939635,1,0.5954113602638245,0.6428728699684143,True,0.047461509704589844
ISIC_3718798,1,0.7745012640953064,0.5906159281730652,True,-0.1838853359222412
ISIC_5608083,1,0.9257555603981018,0.8957748413085938,True,-0.029980719089508057
ISIC_3867717,1,0.8967396020889282,0.7885094285011292,True,-0.10823017358779907
