isic_id,source_collection,label,color_cast_present,p_orig,p_noH,p_noS,p_noV,p_noHSV,dP_H,dP_S,dP_V,dP_HSV
ISIC_0027637,212,0,0,0.023447692394256592,0.028028277680277824,0.6305344104766846,0.028042402118444443,0.028114188462495804,0.004580585286021233,0.607086718082428,0.004594709724187851,0.004666496068239212
ISIC_0032210,212,0,1,0.02206380106508732,0.03270653262734413,0.30612272024154663,0.030818695202469826,0.021307772025465965,0.010642731562256813,0.2840589191764593,0.008754894137382507,-0.0007560290396213531
ISIC_0030790,212,0,0,0.8767971992492676,0.24824483692646027,0.8803626894950867,0.8357141613960266,0.27086156606674194,-0.6285523623228073,0.003565490245819092,-0.04108303785324097,-0.6059356331825256
ISIC_0032089,212,0,0,0.2091340571641922,0.29146504402160645,0.5010629296302795,0.22569222748279572,0.22493042051792145,0.08233098685741425,0.29192887246608734,0.016558170318603516,0.015796363353729248
ISIC_0033214,212,0,0,0.7825525403022766,0.8382095694541931,0.8133497834205627,0.7841855883598328,0.8802856206893921,0.055657029151916504,0.030797243118286133,0.0016330480575561523,0.09773308038711548
ISIC_0026155,212,0,1,0.04604561626911163,0.02460838109254837,0.29108038544654846,0.07977362722158432,0.048635393381118774,-0.021437235176563263,0.24503476917743683,0.03372801095247269,0.002589777112007141
ISIC_0026824,212,0,0,0.4733710289001465,0.06626234203577042,0.5552820563316345,0.5681467056274414,0.06869003921747208,-0.40710868686437607,0.08191102743148804,0.09477567672729492,-0.4046809896826744
ISIC_0025142,212,0,0,0.045240432024002075,0.04082142561674118,0.600735068321228,0.06581879407167435,0.04549577087163925,-0.004419006407260895,0.555494636297226,0.02057836204767227,0.0002553388476371765
ISIC_0030411,212,0,1,0.2791420817375183,0.4254888594150543,0.5109773278236389,0.34173935651779175,0.24370242655277252,0.146346777677536,0.2318352460861206,0.06259727478027344,-0.03543965518474579
ISIC_0032753,212,0,1,0.5928995013237,0.20545947551727295,0.5615571141242981,0.5991628170013428,0.20930349826812744,-0.387440025806427,-0.031342387199401855,0.006263315677642822,-0.3835960030555725
ISIC_0035488,212,0,0,0.6034958362579346,0.4090122878551483,0.6876807808876038,0.5432805418968201,0.43279027938842773,-0.19448354840278625,0.08418494462966919,-0.0602152943611145,-0.17070555686950684
ISIC_0029733,212,0,0,0.6278108954429626,0.19211535155773163,0.4286980926990509,0.6288825869560242,0.09593387693166733,-0.435695543885231,-0.19911280274391174,0.0010716915130615234,-0.5318770185112953
ISIC_0026785,212,0,1,0.06005217134952545,0.18970975279808044,0.24037092924118042,0.1535402089357376,0.1306125670671463,0.129657581448555,0.18031875789165497,0.09348803758621216,0.07056039571762085
ISIC_0029229,212,0,0,0.043386898934841156,0.023779693990945816,0.504981517791748,0.04432016611099243,0.03619039058685303,-0.01960720494389534,0.4615946188569069,0.0009332671761512756,-0.007196508347988129
ISIC_0029355,212,0,1,0.8157722353935242,0.5260276794433594,0.5942167043685913,0.8345551490783691,0.4072384536266327,-0.2897445559501648,-0.22155553102493286,0.01878291368484497,-0.4085337817668915
ISIC_0027918,212,0,0,0.14358727633953094,0.19015075266361237,0.3725776672363281,0.1952884942293167,0.20632976293563843,0.04656347632408142,0.22899039089679718,0.05170121788978577,0.06274248659610748
ISIC_0030338,212,0,0,0.03867403790354729,0.10494709759950638,0.5399706959724426,0.05632837861776352,0.0653403103351593,0.06627305969595909,0.5012966580688953,0.017654340714216232,0.026666272431612015
ISIC_0032040,212,0,1,0.8174473643302917,0.5849522352218628,0.8081359267234802,0.8145150542259216,0.5604272484779358,-0.23249512910842896,-0.009311437606811523,-0.002932310104370117,-0.25702011585235596
ISIC_0031483,212,0,1,0.42450767755508423,0.052708979696035385,0.09705258905887604,0.5163168907165527,0.05244496464729309,-0.37179869785904884,-0.3274550884962082,0.0918092131614685,-0.37206271290779114
ISIC_0027226,212,0,0,0.8294678926467896,0.7411800622940063,0.8297359347343445,0.8205512762069702,0.8336488008499146,-0.0882878303527832,0.00026804208755493164,-0.008916616439819336,0.004180908203125
ISIC_0026969,212,0,0,0.03762029483914375,0.19493886828422546,0.6965959668159485,0.0837613120675087,0.05623498558998108,0.1573185734450817,0.6589756719768047,0.046141017228364944,0.018614690750837326
ISIC_0030249,212,1,0,0.9113430976867676,0.1606409102678299,0.9271899461746216,0.8887656927108765,0.21907693147659302,-0.7507021874189377,0.015846848487854004,-0.022577404975891113,-0.6922661662101746
ISIC_0028994,212,1,1,0.9147065281867981,0.6543986201286316,0.9328843355178833,0.8955243229866028,0.4803248345851898,-0.2603079080581665,0.018177807331085205,-0.019182205200195312,-0.4343816936016083
ISIC_0031041,212,1,1,0.9588063359260559,0.8324106335639954,0.9379696846008301,0.9586467742919922,0.778972327709198,-0.12639570236206055,-0.02083665132522583,-0.0001595616340637207,-0.1798340082168579
ISIC_0035767,212,1,0,0.76009202003479,0.7394396066665649,0.7922773957252502,0.7576655745506287,0.438033789396286,-0.020652413368225098,0.032185375690460205,-0.002426445484161377,-0.32205823063850403
ISIC_0035376,212,1,1,0.9462980628013611,0.29115796089172363,0.9075942635536194,0.9449211955070496,0.2266630232334137,-0.6551401019096375,-0.0387037992477417,-0.0013768672943115234,-0.7196350395679474
ISIC_0028542,212,1,1,0.9187697768211365,0.5519039034843445,0.8584026098251343,0.9008769989013672,0.5084960460662842,-0.366865873336792,-0.0603671669960022,-0.017892777919769287,-0.4102737307548523
ISIC_0033366,212,1,1,0.8049957752227783,0.34879791736602783,0.7554830312728882,0.7941920757293701,0.3141503930091858,-0.4561978578567505,-0.04951274394989014,-0.010803699493408203,-0.49084538221359253
ISIC_0024595,212,1,1,0.9428901672363281,0.9233982563018799,0.9471378922462463,0.9270021319389343,0.7877506613731384,-0.019491910934448242,0.004247725009918213,-0.0158880352973938,-0.1551395058631897
ISIC_0032441,212,1,1,0.8576282858848572,0.6128696799278259,0.8042808771133423,0.8544984459877014,0.5352466106414795,-0.24475860595703125,-0.05334740877151489,-0.0031298398971557617,-0.3223816752433777
ISIC_0034605,212,1,1,0.9114614129066467,0.6980427503585815,0.8858209252357483,0.886728048324585,0.49736908078193665,-0.21341866254806519,-0.025640487670898438,-0.024733364582061768,-0.4140923321247101
ISIC_0034888,212,1,0,0.9040089249610901,0.7757575511932373,0.9214619398117065,0.9030329585075378,0.7663479447364807,-0.12825137376785278,0.017453014850616455,-0.0009759664535522461,-0.13766098022460938
ISIC_0035663,212,1,0,0.8774923086166382,0.49622344970703125,0.8732747435569763,0.8838896751403809,0.2898576259613037,-0.38126885890960693,-0.004217565059661865,0.006397366523742676,-0.5876346826553345
ISIC_0025301,212,1,0,0.9223565459251404,0.3032977879047394,0.9480030536651611,0.9427416920661926,0.16887874901294708,-0.619058758020401,0.025646507740020752,0.020385146141052246,-0.7534777969121933
ISIC_0032313,212,1,1,0.8784765601158142,0.7253459095954895,0.8511396646499634,0.8737478256225586,0.7236939072608948,-0.1531306505203247,-0.02733689546585083,-0.004728734493255615,-0.15478265285491943
ISIC_0032841,212,1,0,0.8195281028747559,0.7289813756942749,0.8298475742340088,0.8321928381919861,0.6470388770103455,-0.09054672718048096,0.01031947135925293,0.012664735317230225,-0.1724892258644104
ISIC_0034906,212,1,1,0.981704831123352,0.21352191269397736,0.9787715077400208,0.9708879590034485,0.13527433574199677,-0.7681829184293747,-0.002933323383331299,-0.010816872119903564,-0.8464304953813553
ISIC_0035756,212,1,0,0.9132439494132996,0.29251828789711,0.9173664450645447,0.9209593534469604,0.37299832701683044,-0.6207256615161896,0.004122495651245117,0.007715404033660889,-0.5402456223964691
ISIC_0035708,212,1,0,0.8487393856048584,0.46588975191116333,0.811682403087616,0.8850618004798889,0.3768087327480316,-0.38284963369369507,-0.03705698251724243,0.03632241487503052,-0.4719306528568268
ISIC_0033619,212,1,1,0.8377225995063782,0.6624719500541687,0.8525807857513428,0.8302960395812988,0.46447664499282837,-0.17525064945220947,0.0148581862449646,-0.007426559925079346,-0.3732459545135498
ISIC_0026522,212,1,1,0.9526523351669312,0.13371556997299194,0.9550979137420654,0.9578391909599304,0.12833407521247864,-0.8189367651939392,0.0024455785751342773,0.005186855792999268,-0.8243182599544525
ISIC_0027359,212,1,1,0.9080381393432617,0.7854790091514587,0.8282051086425781,0.9078472852706909,0.7116756439208984,-0.12255913019180298,-0.0798330307006836,-0.00019085407257080078,-0.19636249542236328
ISIC_0027229,212,1,0,0.8105165362358093,0.860999345779419,0.8250860571861267,0.8264507055282593,0.8629055023193359,0.05048280954360962,0.014569520950317383,0.01593416929244995,0.05238896608352661
ISIC_0024799,212,1,1,0.8756299018859863,0.7452751994132996,0.8605008721351624,0.8649194240570068,0.6779005527496338,-0.13035470247268677,-0.015129029750823975,-0.010710477828979492,-0.19772934913635254
ISIC_0028763,212,1,1,0.9449299573898315,0.5935748815536499,0.9385944604873657,0.9174445271492004,0.5535383224487305,-0.35135507583618164,-0.00633549690246582,-0.027485430240631104,-0.3913916349411011
ISIC_0031266,212,1,1,0.8430719375610352,0.8656054139137268,0.8641153573989868,0.8393927812576294,0.8633086681365967,0.02253347635269165,0.02104341983795166,-0.0036791563034057617,0.020236730575561523
ISIC_0029602,212,1,0,0.9333773851394653,0.060000237077474594,0.9440473318099976,0.8925707340240479,0.06674312800168991,-0.8733771480619907,0.010669946670532227,-0.04080665111541748,-0.8666342571377754
ISIC_0031489,212,1,0,0.8955946564674377,0.8048797249794006,0.9044556021690369,0.854106068611145,0.7375438213348389,-0.09071493148803711,0.008860945701599121,-0.041488587856292725,-0.15805083513259888
ISIC_0025069,212,1,0,0.8549923896789551,0.7911702394485474,0.8506977558135986,0.8707694411277771,0.7368952035903931,-0.06382215023040771,-0.004294633865356445,0.01577705144882202,-0.11809718608856201
ISIC_0029860,212,1,1,0.9506071209907532,0.8791317343711853,0.9567639827728271,0.9433364272117615,0.8472261428833008,-0.07147538661956787,0.006156861782073975,-0.007270693778991699,-0.10338097810745239
ISIC_0028232,212,1,0,0.8880099058151245,0.2660849094390869,0.9433408975601196,0.9385145306587219,0.506027340888977,-0.6219249963760376,0.05533099174499512,0.05050462484359741,-0.38198256492614746
ISIC_0029669,212,1,0,0.951262891292572,0.2106906622648239,0.5947465896606445,0.811958372592926,0.12341546267271042,-0.7405722290277481,-0.3565163016319275,-0.139304518699646,-0.8278474286198616
ISIC_0030191,212,1,1,0.9558699131011963,0.8476995229721069,0.9529204368591309,0.9169182181358337,0.7715359330177307,-0.10817039012908936,-0.0029494762420654297,-0.03895169496536255,-0.18433398008346558
ISIC_0031063,212,1,1,0.9560179114341736,0.8240569233894348,0.9563595056533813,0.9450718760490417,0.8088321685791016,-0.13196098804473877,0.00034159421920776367,-0.010946035385131836,-0.14718574285507202
ISIC_0024967,212,1,1,0.9076688885688782,0.437715083360672,0.9300769567489624,0.9018698334693909,0.4949938952922821,-0.4699538052082062,0.02240806818008423,-0.005799055099487305,-0.41267499327659607
ISIC_0028685,212,1,0,0.9460073709487915,0.6644670367240906,0.9544385075569153,0.9371713995933533,0.6684116721153259,-0.2815403342247009,0.00843113660812378,-0.008835971355438232,-0.2775956988334656
ISIC_0031087,212,1,0,0.9834381937980652,0.09071579575538635,0.9768570065498352,0.9844224452972412,0.13452821969985962,-0.8927223980426788,-0.0065811872482299805,0.0009842514991760254,-0.8489099740982056
ISIC_0035853,212,1,0,0.66075599193573,0.5308462977409363,0.5931181907653809,0.681809663772583,0.3967209458351135,-0.1299096941947937,-0.06763780117034912,0.021053671836853027,-0.26403504610061646
ISIC_0032816,212,1,1,0.8047971725463867,0.47940972447395325,0.7828019857406616,0.8199806809425354,0.3426125645637512,-0.32538744807243347,-0.021995186805725098,0.015183508396148682,-0.4621846079826355
ISIC_0025265,212,1,0,0.878553569316864,0.6691495776176453,0.8173729777336121,0.8863633275032043,0.5946557521820068,-0.20940399169921875,-0.06118059158325195,0.007809758186340332,-0.2838978171348572
ISIC_0027846,212,1,0,0.930809736251831,0.3957042098045349,0.9467350244522095,0.937992513179779,0.4449940621852875,-0.5351055264472961,0.015925288200378418,0.007182776927947998,-0.4858156740665436
ISIC_0033023,212,1,0,0.9281045198440552,0.9358394145965576,0.9296342134475708,0.9244133234024048,0.927243709564209,0.007734894752502441,0.001529693603515625,-0.0036911964416503906,-0.0008608102798461914
ISIC_0030929,212,1,0,0.8823647499084473,0.851239025592804,0.9040115475654602,0.8964498043060303,0.8529922962188721,-0.03112572431564331,0.02164679765701294,0.014085054397583008,-0.029372453689575195
ISIC_0035130,212,1,0,0.785071611404419,0.4572038948535919,0.7711793780326843,0.8141971230506897,0.49408891797065735,-0.327867716550827,-0.01389223337173462,0.029125511646270752,-0.2909826934337616
ISIC_0035446,212,1,1,0.8956535458564758,0.41390982270240784,0.8907115459442139,0.8924162983894348,0.3418121933937073,-0.481743723154068,-0.004941999912261963,-0.0032372474670410156,-0.5538413524627686
ISIC_0030486,212,1,1,0.9237561225891113,0.390677809715271,0.9149829745292664,0.916504979133606,0.4677526652812958,-0.5330783128738403,-0.00877314805984497,-0.007251143455505371,-0.45600345730781555
ISIC_0027328,212,1,0,0.9196871519088745,0.8837447166442871,0.9227492213249207,0.9349810481071472,0.8958858847618103,-0.0359424352645874,0.0030620694160461426,0.015293896198272705,-0.02380126714706421
ISIC_0027004,212,1,1,0.8398870825767517,0.8029459118843079,0.848422110080719,0.8605394959449768,0.7701671123504639,-0.03694117069244385,0.008535027503967285,0.020652413368225098,-0.06971997022628784
ISIC_0026687,212,1,1,0.9786326289176941,0.9179384708404541,0.9767018556594849,0.9727211594581604,0.9052932262420654,-0.06069415807723999,-0.0019307732582092285,-0.005911469459533691,-0.07333940267562866
ISIC_0035089,212,1,1,0.8345468044281006,0.5084254741668701,0.8024637699127197,0.8257114291191101,0.3746187686920166,-0.32612133026123047,-0.03208303451538086,-0.008835375308990479,-0.459928035736084
ISIC_0034416,212,1,0,0.9657392501831055,0.7293210029602051,0.9702694416046143,0.9738364815711975,0.8133185505867004,-0.2364182472229004,0.004530191421508789,0.008097231388092041,-0.15242069959640503
ISIC_2691267,70,0,0,0.5673105716705322,0.5322237014770508,0.3758234679698944,0.5250051617622375,0.37692075967788696,-0.035086870193481445,-0.19148710370063782,-0.04230540990829468,-0.19038981199264526
ISIC_7150493,70,0,0,0.7957795262336731,0.251141220331192,0.751969575881958,0.7889412641525269,0.15347285568714142,-0.5446383059024811,-0.04380995035171509,-0.00683826208114624,-0.6423066705465317
ISIC_1620808,70,0,1,0.7004625797271729,0.09157486259937286,0.7446959614753723,0.5235377550125122,0.1312224417924881,-0.6088877171278,0.04423338174819946,-0.17692482471466064,-0.5692401379346848
ISIC_7056760,70,0,0,0.5841887593269348,0.266954243183136,0.26836276054382324,0.5548636317253113,0.06481872498989105,-0.31723451614379883,-0.3158259987831116,-0.029325127601623535,-0.5193700343370438
ISIC_7435292,70,0,1,0.8107221722602844,0.03956303000450134,0.8723500370979309,0.7529134750366211,0.062705397605896,-0.7711591422557831,0.061627864837646484,-0.05780869722366333,-0.7480167746543884
ISIC_2329722,70,0,0,0.5596688389778137,0.1076519638299942,0.4873415529727936,0.5985855460166931,0.10278858989477158,-0.4520168751478195,-0.07232728600502014,0.038916707038879395,-0.45688024908304214
ISIC_0610141,70,0,1,0.8615669012069702,0.33118605613708496,0.8889736533164978,0.8076570630073547,0.36806243658065796,-0.5303808450698853,0.027406752109527588,-0.05390983819961548,-0.49350446462631226
ISIC_4848012,70,0,0,0.04391412436962128,0.04027815908193588,0.3065974712371826,0.03292751684784889,0.034660957753658295,-0.0036359652876853943,0.26268334686756134,-0.010986607521772385,-0.009253166615962982
ISIC_3969181,70,0,0,0.793480634689331,0.15584015846252441,0.6776255369186401,0.9014818668365479,0.15694978833198547,-0.6376404762268066,-0.11585509777069092,0.1080012321472168,-0.6365308463573456
ISIC_2891834,70,0,0,0.7979841232299805,0.04738190397620201,0.8018746376037598,0.8156808614730835,0.04544577747583389,-0.7506022192537785,0.003890514373779297,0.017696738243103027,-0.7525383457541466
ISIC_7069003,70,0,0,0.958042323589325,0.4118161201477051,0.9642007350921631,0.9505926966667175,0.3425697386264801,-0.5462262034416199,0.006158411502838135,-0.007449626922607422,-0.6154725849628448
ISIC_3700351,70,0,1,0.5286309123039246,0.03999995067715645,0.6808660626411438,0.6829723119735718,0.04977388679981232,-0.4886309616267681,0.15223515033721924,0.15434139966964722,-0.47885702550411224
ISIC_4718313,70,0,1,0.4952957332134247,0.7603643536567688,0.25075894594192505,0.6125838160514832,0.40649089217185974,0.2650686204433441,-0.24453678727149963,0.11728808283805847,-0.08880484104156494
ISIC_3039519,70,0,0,0.8446369171142578,0.5576834082603455,0.4106062650680542,0.731170654296875,0.37688151001930237,-0.28695350885391235,-0.4340306520462036,-0.11346626281738281,-0.46775540709495544
ISIC_2041726,70,0,1,0.8242089748382568,0.8571338653564453,0.6556731462478638,0.7606260180473328,0.5949780344963074,0.03292489051818848,-0.16853582859039307,-0.06358295679092407,-0.22923094034194946
ISIC_5380914,70,0,1,0.5139488577842712,0.04686463624238968,0.6123455166816711,0.2750503122806549,0.03089059330523014,-0.46708422154188156,0.0983966588973999,-0.23889854550361633,-0.4830582644790411
ISIC_6427761,70,0,0,0.652931272983551,0.29466915130615234,0.7212699055671692,0.683722734451294,0.39806240797042847,-0.3582621216773987,0.06833863258361816,0.03079146146774292,-0.25486886501312256
ISIC_4265307,70,0,0,0.6848068833351135,0.0638105720281601,0.7218361496925354,0.6714922785758972,0.23750649392604828,-0.6209963113069534,0.037029266357421875,-0.013314604759216309,-0.44730038940906525
ISIC_0413901,70,0,1,0.7558537125587463,0.6592541337013245,0.685021162033081,0.5351314544677734,0.6767621636390686,-0.09659957885742188,-0.07083255052566528,-0.2207222580909729,-0.07909154891967773
ISIC_6155981,70,0,0,0.7548506259918213,0.70038902759552,0.5252695083618164,0.7228836417198181,0.3925164043903351,-0.05446159839630127,-0.22958111763000488,-0.031966984272003174,-0.3623342216014862
ISIC_1655600,70,0,0,0.7482718825340271,0.3129575252532959,0.1770457774400711,0.6864717602729797,0.3540765643119812,-0.4353143572807312,-0.571226105093956,-0.06180012226104736,-0.3941953182220459
ISIC_7936961,70,0,0,0.7524492144584656,0.45203301310539246,0.5016056895256042,0.795017421245575,0.20089833438396454,-0.3004162013530731,-0.25084352493286133,0.042568206787109375,-0.551550880074501
ISIC_9110426,70,0,1,0.8059197664260864,0.32192131876945496,0.7587080597877502,0.7284349203109741,0.4496789574623108,-0.48399844765663147,-0.04721170663833618,-0.0774848461151123,-0.35624080896377563
ISIC_6773319,70,0,0,0.035970207303762436,0.06518702954053879,0.25261539220809937,0.05164650082588196,0.04789062961935997,0.029216822236776352,0.21664518490433693,0.015676293522119522,0.011920422315597534
ISIC_9483439,70,0,0,0.6372162699699402,0.027183962985873222,0.6862788796424866,0.5841081738471985,0.032115280628204346,-0.610032306984067,0.04906260967254639,-0.0531080961227417,-0.6051009893417358
ISIC_7235862,70,0,0,0.04228851571679115,0.053755126893520355,0.14045454561710358,0.06477315723896027,0.03380151838064194,0.011466611176729202,0.09816602990031242,0.022484641522169113,-0.008486997336149216
ISIC_9905633,70,0,1,0.7134138941764832,0.27581384778022766,0.6287172436714172,0.6695888042449951,0.27445894479751587,-0.4376000463962555,-0.08469665050506592,-0.04382508993148804,-0.4389549493789673
ISIC_1307651,70,0,1,0.775510847568512,0.21485726535320282,0.7335560321807861,0.612511157989502,0.3559578061103821,-0.5606535822153091,-0.04195481538772583,-0.16299968957901,-0.4195530414581299
ISIC_3362526,70,0,1,0.24825124442577362,0.053139153867959976,0.7064434885978699,0.2839081287384033,0.034808143973350525,-0.19511209055781364,0.45819224417209625,0.0356568843126297,-0.2134431004524231
ISIC_1382198,70,0,1,0.5478155016899109,0.8471227884292603,0.47043442726135254,0.37762385606765747,0.7175695896148682,0.29930728673934937,-0.07738107442855835,-0.17019164562225342,0.16975408792495728
ISIC_3756374,70,0,1,0.39450326561927795,0.0786687582731247,0.4724152684211731,0.4130467474460602,0.07717469334602356,-0.31583450734615326,0.07791200280189514,0.018543481826782227,-0.3173285722732544
ISIC_4962984,70,0,1,0.28140851855278015,0.10097755491733551,0.7354010939598083,0.3311195373535156,0.1191471591591835,-0.18043096363544464,0.4539925754070282,0.049711018800735474,-0.16226135939359665
ISIC_5681315,70,0,0,0.597862720489502,0.2703664004802704,0.7130320072174072,0.5726918578147888,0.3246173858642578,-0.32749632000923157,0.11516928672790527,-0.025170862674713135,-0.27324533462524414
ISIC_6385074,70,0,0,0.7273841500282288,0.277841717004776,0.496083527803421,0.7068948745727539,0.12923482060432434,-0.44954243302345276,-0.23130062222480774,-0.020489275455474854,-0.5981493294239044
ISIC_0247964,70,0,1,0.6600443720817566,0.14000588655471802,0.6537079215049744,0.6867907047271729,0.23717911541461945,-0.5200384855270386,-0.0063364505767822266,0.02674633264541626,-0.42286525666713715
ISIC_8302945,70,0,0,0.0377618744969368,0.09512035548686981,0.10652121901512146,0.06193910911679268,0.11445844173431396,0.057358480989933014,0.06875934451818466,0.02417723461985588,0.07669656723737717
ISIC_2426893,70,0,0,0.06381337344646454,0.031557001173496246,0.40386122465133667,0.062178973108530045,0.0399346724152565,-0.03225637227296829,0.34004785120487213,-0.001634400337934494,-0.02387870103120804
ISIC_3432947,70,0,0,0.7905745506286621,0.20121124386787415,0.6881477236747742,0.8061436414718628,0.11027910560369492,-0.589363306760788,-0.10242682695388794,0.015569090843200684,-0.6802954450249672
ISIC_7148289,70,0,1,0.43535926938056946,0.0394848957657814,0.8372597694396973,0.4493948817253113,0.02622220292687416,-0.39587437361478806,0.4019005000591278,0.014035612344741821,-0.4091370664536953
ISIC_2784965,70,0,0,0.7849035263061523,0.4741024672985077,0.7205846309661865,0.7177219390869141,0.2569245398044586,-0.31080105900764465,-0.06431889533996582,-0.06718158721923828,-0.5279789865016937
ISIC_6108555,70,0,0,0.8548996448516846,0.6137614250183105,0.8622143864631653,0.8075791597366333,0.5295878052711487,-0.24113821983337402,0.007314741611480713,-0.04732048511505127,-0.3253118395805359
